protein_gnina_types,ligand_gnina_types,gauss(o=0__w=0.5__c=8),gauss(o=3__w=2__c=8),repulsion(o=0__c=8),hydrophobic(g=0.5__b=1.5__c=8),non_hydrophobic(g=0.5__b=1.5__c=8),vdw(i=4__j=8__s=0__^=100__c=8),vdw(i=6__j=12__s=1__^=100__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=AliphaticCarbonXSHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=AliphaticCarbonXSNonHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=AliphaticCarbonXSNonHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=AromaticCarbonXSHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=AromaticCarbonXSHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSHydrophobe_t2=AromaticCarbonXSHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=AromaticCarbonXSNonHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=AromaticCarbonXSNonHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSHydrophobe_t2=AromaticCarbonXSNonHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSNonHydrophobe_t2=AromaticCarbonXSNonHydrophobe_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=Nitrogen_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=Nitrogen_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSHydrophobe_t2=Nitrogen_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSNonHydrophobe_t2=Nitrogen_o=0__w=1__c=8),atom_type_gaussian(t1=Nitrogen_t2=Nitrogen_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=Sulfur_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=Sulfur_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSHydrophobe_t2=Sulfur_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSNonHydrophobe_t2=Sulfur_o=0__w=1__c=8),atom_type_gaussian(t1=Nitrogen_t2=Sulfur_o=0__w=1__c=8),atom_type_gaussian(t1=Sulfur_t2=Sulfur_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=Phosphorus_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=Phosphorus_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSHydrophobe_t2=Phosphorus_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSNonHydrophobe_t2=Phosphorus_o=0__w=1__c=8),atom_type_gaussian(t1=Nitrogen_t2=Phosphorus_o=0__w=1__c=8),atom_type_gaussian(t1=Sulfur_t2=Phosphorus_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=Fluorine_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=Fluorine_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSHydrophobe_t2=Fluorine_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSNonHydrophobe_t2=Fluorine_o=0__w=1__c=8),atom_type_gaussian(t1=Nitrogen_t2=Fluorine_o=0__w=1__c=8),atom_type_gaussian(t1=Sulfur_t2=Fluorine_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=Chlorine_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=Chlorine_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSHydrophobe_t2=Chlorine_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSNonHydrophobe_t2=Chlorine_o=0__w=1__c=8),atom_type_gaussian(t1=Nitrogen_t2=Chlorine_o=0__w=1__c=8),atom_type_gaussian(t1=Sulfur_t2=Chlorine_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=Bromine_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=Bromine_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSHydrophobe_t2=Bromine_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSNonHydrophobe_t2=Bromine_o=0__w=1__c=8),atom_type_gaussian(t1=Sulfur_t2=Bromine_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=Magnesium_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=Magnesium_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSNonHydrophobe_t2=Magnesium_o=0__w=1__c=8),atom_type_gaussian(t1=Phosphorus_t2=Magnesium_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=Manganese_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSHydrophobe_t2=Zinc_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=Zinc_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSHydrophobe_t2=Zinc_o=0__w=1__c=8),atom_type_gaussian(t1=AromaticCarbonXSNonHydrophobe_t2=Zinc_o=0__w=1__c=8),atom_type_gaussian(t1=Nitrogen_t2=Zinc_o=0__w=1__c=8),atom_type_gaussian(t1=Sulfur_t2=Zinc_o=0__w=1__c=8),atom_type_gaussian(t1=AliphaticCarbonXSNonHydrophobe_t2=GenericMetal_o=0__w=1__c=8),num_heavy_atoms,num_tors_add,num_hydrophobic_atoms,ligand_length
1.pdbbind2020/v2020-other-PL/5v5e/5v5e_protein.gninatypes,1.pdbbind2020/v2020-other-PL/5v5e/5v5e_ligand.gninatypes,2.5031399726867676,12.711645126342773,1.7239335775375366,2.8315176963806152,6.527688503265381,3.3876726627349854,1.7223128080368042,-3.8060860633850098,1.8588995933532715,-4.225546360015869,-3.5200695991516113,-2.000002861022949,-1.8883527517318726,1.9291152954101562,-0.7631553411483765,2.7003121376037598,-2.008530855178833,-0.3404809534549713,1.0272151231765747,2.764605760574341,-1.9747824668884277,0.4588000774383545,0.7641850709915161,-3.660125255584717,0.27309003472328186,-0.1481141448020935,-0.16713163256645203,-0.5485288500785828,3.5045628547668457,-5.330718517303467,-0.6681594848632812,-0.15379534661769867,-0.8228870630264282,-1.9201033115386963,1.2716572284698486,-2.556685447692871,-0.5551811456680298,-2.252553701400757,0.24223938584327698,-0.4939664900302887,-1.050138235092163,0.6189447641372681,0.15157821774482727,-1.1423766613006592,-2.103433847427368,-0.6294745802879333,-3.090139389038086,1.5135403871536255,-2.7002720832824707,1.0520575046539307,-1.7697011232376099,-1.8783118724822998,0.11621072888374329,1.491551399230957,-3.70159649848938,0.8126708269119263,-0.7636958360671997,2.6293270587921143,-6.343630790710449,0.3738524913787842,-0.6792725920677185,0.383340448141098,2.471886396408081,17.88148307800293,-3.5475645065307617,1.2103670835494995,3.3644723892211914
1.pdbbind2020/refined-set/6glb/6glb_protein.gninatypes,1.pdbbind2020/refined-set/6glb/6glb_ligand.gninatypes,2.903052568435669,14.488718032836914,1.3016626834869385,4.2796196937561035,9.963531494140625,2.087984561920166,-0.3861488103866577,-1.3898921012878418,2.882007598876953,-6.229219436645508,-2.4489009380340576,-0.6556092500686646,-2.5166640281677246,1.21663236618042,-1.829538106918335,-1.700440764427185,-1.226768970489502,-0.7174142599105835,1.1284842491149902,0.7395228743553162,-0.4170541763305664,0.8767575621604919,-0.282437801361084,-1.0808560848236084,0.7259408235549927,-0.3330528736114502,-0.7197732925415039,0.9773593544960022,2.0831379890441895,-3.629838466644287,-1.8547378778457642,-0.25879085063934326,-0.22743214666843414,-2.678677558898926,0.6668660640716553,0.7105954885482788,-2.8402795791625977,-2.342352867126465,0.18520531058311462,-1.6860862970352173,-1.437932014465332,-0.2633291780948639,-0.6067594885826111,-1.276267170906067,-2.0528056621551514,-0.28595948219299316,-1.5279054641723633,0.05229140818119049,-1.3974411487579346,0.030298005789518356,-1.4038331508636475,-3.5274081230163574,2.1371841430664062,1.2804793119430542,-2.328399419784546,2.3090410232543945,-0.5147972702980042,3.3136098384857178,-3.96063232421875,1.3937432765960693,-1.141933798789978,2.321411609649658,0.302215576171875,15.461997985839844,-6.273167610168457,3.267481803894043,1.0529645681381226
1.pdbbind2020/v2020-other-PL/2o1c/2o1c_protein.gninatypes,1.pdbbind2020/v2020-other-PL/2o1c/2o1c_ligand.gninatypes,1.7867887020111084,10.334009170532227,1.9489102363586426,5.1622843742370605,10.236845016479492,2.173156499862671,-0.440854549407959,-0.17339888215065002,1.1199228763580322,-7.519505023956299,-3.0118889808654785,1.1080138683319092,0.511418879032135,1.239701747894287,-1.517906904220581,-0.6955273151397705,0.8511593341827393,1.9175876379013062,-0.6519688367843628,0.9716377258300781,1.9172413349151611,0.6652672290802002,-0.5650969743728638,4.143277645111084,0.9348776340484619,-0.8617249727249146,2.7116456031799316,-0.4839974045753479,-1.1626089811325073,-0.27036428451538086,-1.0970524549484253,1.4149870872497559,0.3947160840034485,-0.3409598469734192,-0.5569785833358765,2.404900550842285,-3.010073184967041,-2.1409871578216553,0.11202237755060196,-1.4777745008468628,0.46303683519363403,0.8510868549346924,0.3690202236175537,1.0861060619354248,0.8823948502540588,0.05935721844434738,2.4963488578796387,-0.7103503346443176,0.8236911296844482,-0.35867011547088623,0.25224655866622925,-5.611688137054443,2.5423805713653564,1.8062052726745605,0.058544911444187164,3.898665189743042,1.125484824180603,4.035282135009766,-0.383384644985199,1.085749864578247,1.7442762851715088,0.7585961222648621,-0.12886182963848114,16.203187942504883,-4.584831237792969,4.677390098571777,1.924339771270752
1.pdbbind2020/v2020-other-PL/6r8q/6r8q_protein.gninatypes,1.pdbbind2020/v2020-other-PL/6r8q/6r8q_ligand.gninatypes,3.1378843784332275,10.053211212158203,-1.6917543411254883,4.7063446044921875,8.902256965637207,0.4862039387226105,-0.2945605516433716,-1.1950676441192627,0.1506670117378235,1.6245123147964478,-2.2874093055725098,0.6951044797897339,-2.1693263053894043,-3.7376086711883545,-2.228013515472412,3.6848702430725098,-3.471759557723999,-1.0897146463394165,0.17061269283294678,-4.574278354644775,-0.30871081352233887,3.3614108562469482,3.1014442443847656,-2.287604808807373,-2.3684918880462646,-0.09213531017303467,-0.7692314386367798,-1.271161437034607,2.383549928665161,-0.06290504336357117,1.7106564044952393,-1.4108974933624268,1.0478547811508179,1.71256685256958,-0.1761760711669922,0.8459868431091309,-0.07381729781627655,-1.7717565298080444,-1.6215447187423706,0.2038535475730896,-1.2765541076660156,2.0754103660583496,0.49210163950920105,0.8870550394058228,-1.013624668121338,-3.0360219478607178,-1.3919304609298706,1.0263957977294922,1.073282241821289,-0.1750367432832718,-1.4794261455535889,-4.349582672119141,1.574197769165039,1.7131280899047852,0.39983516931533813,-0.8582757711410522,-1.455642819404602,-0.48991355299949646,-2.689189910888672,0.04899799823760986,1.8863959312438965,3.4127023220062256,0.588589608669281,16.008625030517578,-6.41593599319458,5.318243980407715,0.14749714732170105
1.pdbbind2020/v2020-other-PL/5yg3/5yg3_protein.gninatypes,1.pdbbind2020/v2020-other-PL/5yg3/5yg3_ligand.gninatypes,1.9913768768310547,10.25750732421875,-0.11545895785093307,4.4354729652404785,5.294904708862305,1.3081415891647339,0.22918856143951416,-1.7062032222747803,0.47550201416015625,-3.5932607650756836,-1.6267986297607422,0.38356226682662964,-0.5511859655380249,2.2708916664123535,-1.5370419025421143,2.801208019256592,-1.5766221284866333,-0.2091456949710846,0.01252206414937973,-0.8691877126693726,-1.0551326274871826,1.8031203746795654,1.1178431510925293,-1.0124235153198242,0.1821032464504242,-0.3122022747993469,-2.4284210205078125,-0.32584601640701294,1.8964279890060425,-2.2137885093688965,-0.4994000792503357,-0.5327087640762329,-0.8364492058753967,-0.2194332778453827,0.25968480110168457,-1.0325955152511597,-1.201810598373413,-1.6747314929962158,-0.5103225708007812,-0.8659956455230713,-0.7963486313819885,0.4888981580734253,-0.06714087724685669,0.3406273126602173,-1.2640819549560547,-0.9433186650276184,-1.4966768026351929,0.9400562047958374,-0.698686420917511,1.0027955770492554,-0.8378661870956421,-3.100442886352539,1.9225913286209106,0.9299485087394714,-1.0999484062194824,0.25380218029022217,-0.7526853084564209,0.9805067777633667,-3.6429829597473145,0.5347474813461304,0.0236690491437912,0.8401292562484741,-0.1528826802968979,14.6030855178833,-5.892135143280029,4.069328308105469,0.4339869022369385
1.pdbbind2020/refined-set/2uwl/2uwl_protein.gninatypes,1.pdbbind2020/refined-set/2uwl/2uwl_ligand.gninatypes,0.9405321478843689,10.77708625793457,-0.7285826802253723,4.508978366851807,6.513789653778076,0.6096524000167847,-1.2892251014709473,-1.609856367111206,0.7189998030662537,1.5874814987182617,-1.5081069469451904,0.20513957738876343,-0.9142842292785645,-1.4590404033660889,-0.28668177127838135,2.924002170562744,-2.7612693309783936,0.7021974921226501,-0.07808578759431839,-1.3213211297988892,-1.2614909410476685,1.6457420587539673,2.151688575744629,-0.41537803411483765,-0.3404373526573181,0.0828409492969513,-0.3841387927532196,-0.7144211530685425,2.6549980640411377,-0.925538182258606,0.7440511584281921,-1.411623477935791,0.4940093159675598,0.7896673083305359,-0.7912436723709106,-0.6430774927139282,0.8247295022010803,-1.0504695177078247,-1.606256127357483,0.24302402138710022,0.9784261584281921,1.791286826133728,1.6286473274230957,0.7107898592948914,-1.0396157503128052,-1.5699560642242432,-1.5142333507537842,1.9843190908432007,0.26843491196632385,0.18067343533039093,-1.1463651657104492,-2.350616931915283,2.843632221221924,1.3840187788009644,-0.6464793086051941,-1.0635713338851929,-1.2298216819763184,1.016819715499878,-2.850820302963257,-0.12736710906028748,1.5181442499160767,1.3219064474105835,0.6964094638824463,13.11806869506836,-6.332522392272949,3.838253974914551,-0.03483527898788452
1.pdbbind2020/v2020-other-PL/6bt6/6bt6_protein.gninatypes,1.pdbbind2020/v2020-other-PL/6bt6/6bt6_ligand.gninatypes,-0.06704950332641602,9.281005859375,0.6086759567260742,4.756185054779053,5.707639694213867,1.6367532014846802,0.7533026933670044,0.1068962961435318,2.1289467811584473,-3.095555543899536,-1.8309228420257568,0.42431241273880005,-1.298490047454834,0.9140698909759521,-0.4587749242782593,1.878617525100708,-1.2159286737442017,0.3956601917743683,-0.41650915145874023,0.8550279140472412,0.3743542432785034,0.6764663457870483,-0.03765946626663208,0.4632493555545807,1.3078258037567139,-0.8949788808822632,0.7011013031005859,0.7152563333511353,1.1040047407150269,0.6943266987800598,-0.3987988233566284,-1.7625207901000977,-0.3623583912849426,-0.25518736243247986,0.17161349952220917,1.932951807975769,-1.1718406677246094,-1.3987220525741577,-0.14612296223640442,-1.6139349937438965,0.1846461296081543,0.053530097007751465,0.5879881381988525,-1.2598330974578857,0.1742723286151886,0.1887410432100296,-0.1655881106853485,1.6318565607070923,1.0676642656326294,1.2515290975570679,-0.5471769571304321,-3.487692356109619,2.0549237728118896,1.5092869997024536,-1.296825647354126,2.3719944953918457,0.7762771248817444,3.99698543548584,-2.434044599533081,1.1214123964309692,0.9405155777931213,1.179225206375122,-0.11189369112253189,12.956860542297363,-7.097480773925781,3.5216598510742188,1.3679968118667603
1.pdbbind2020/refined-set/6cpw/6cpw_protein.gninatypes,1.pdbbind2020/refined-set/6cpw/6cpw_ligand.gninatypes,0.506675124168396,8.382425308227539,-0.8303757905960083,2.77457332611084,5.115298271179199,0.6093220710754395,0.07827413082122803,-2.7024850845336914,0.6449819207191467,-1.6177194118499756,-1.6093051433563232,1.0384438037872314,-2.2119529247283936,1.307970643043518,-1.0165643692016602,0.6875061392784119,-1.5944499969482422,-2.2182788848876953,-1.3704794645309448,-0.6630411148071289,-0.35370779037475586,1.5029023885726929,0.3670855164527893,1.3501510620117188,-1.5506057739257812,1.0275124311447144,-0.6888545751571655,0.5896072387695312,1.869882583618164,-2.8047499656677246,-0.8802036643028259,-1.3974910974502563,1.153531789779663,-1.1371128559112549,-0.498742014169693,-1.1059765815734863,-1.1024430990219116,-1.1009116172790527,-0.8733320236206055,-0.7971559762954712,0.11297684907913208,-0.42956021428108215,0.40500473976135254,0.39231038093566895,-1.3780001401901245,-1.2793766260147095,-1.6519733667373657,-0.9576225876808167,-0.32673802971839905,-1.800675392150879,-1.3979960680007935,-2.516820192337036,3.256291627883911,1.1726480722427368,-1.1726208925247192,-0.21887922286987305,-2.085068464279175,1.125977635383606,-2.646555185317993,1.6316040754318237,0.9693174958229065,0.555040717124939,-1.1262233257293701,12.01321029663086,-7.295166492462158,5.226199626922607,-1.1770738363265991
1.pdbbind2020/v2020-other-PL/5mk1/5mk1_protein.gninatypes,1.pdbbind2020/v2020-other-PL/5mk1/5mk1_ligand.gninatypes,-1.2935609817504883,4.542886257171631,0.0016329847276210785,2.096040725708008,2.0891828536987305,0.5892202854156494,-0.8027610778808594,-0.41888314485549927,-0.5787160992622375,-0.2835719585418701,-0.7351106405258179,0.4569240212440491,-1.731916069984436,2.0168616771698,1.6161490678787231,0.14549577236175537,-0.4238615334033966,0.34204334020614624,-2.249105930328369,0.17367233335971832,-0.5407437086105347,0.01340059470385313,0.6168436408042908,0.17532530426979065,-0.4769662022590637,0.7484731078147888,-1.1931966543197632,-0.07471854984760284,1.5398672819137573,2.212617874145508,0.6793081760406494,-0.5947639346122742,-0.0025826841592788696,0.16635537147521973,0.33767586946487427,-0.37356308102607727,0.05955955758690834,-1.2668426036834717,-0.6439336538314819,-0.9494792222976685,1.8832674026489258,-0.25152820348739624,0.5961562395095825,1.847930908203125,-0.348131000995636,-0.6879014372825623,-1.0052634477615356,0.2650236487388611,-0.12871053814888,-0.6416254043579102,-0.7465299963951111,-0.1442556530237198,1.9787352085113525,1.0455397367477417,-1.9273022413253784,-0.47167930006980896,-1.0231701135635376,0.2254468947649002,-1.193047285079956,-0.21905693411827087,0.7118822336196899,0.29424363374710083,-0.23874424397945404,9.333788871765137,-4.790829181671143,3.221175193786621,1.5178077220916748
1.pdbbind2020/v2020-other-PL/3mg8/3mg8_protein.gninatypes,1.pdbbind2020/v2020-other-PL/3mg8/3mg8_ligand.gninatypes,-0.13932085037231445,6.926614761352539,-0.7354770302772522,3.707158088684082,5.019112586975098,0.3931620419025421,-1.0234209299087524,-0.9402219653129578,-1.6931257247924805,-0.004885852336883545,-0.4854748249053955,1.660767912864685,-1.764510989189148,-0.44417810440063477,0.24909746646881104,2.320314407348633,-1.609033226966858,-0.7023053169250488,-1.7453933954238892,-0.6698411107063293,-0.20438088476657867,1.1171234846115112,1.7659523487091064,-1.0426294803619385,-1.9397730827331543,0.4869193434715271,-2.4234721660614014,-0.3221742510795593,2.3809165954589844,2.721886157989502,0.7502308487892151,-1.4669322967529297,0.17919085919857025,1.2720048427581787,-0.32220715284347534,-0.9426178932189941,0.2607901394367218,-1.3453902006149292,-1.8088550567626953,-0.8812344074249268,0.3361663520336151,0.5512707233428955,0.5753174424171448,2.6112706661224365,-0.7150571346282959,-1.5300087928771973,-1.432360053062439,0.6213068962097168,0.155060812830925,-0.8558528423309326,-0.8637105822563171,-1.4027948379516602,3.1733224391937256,1.2726268768310547,-1.2705973386764526,-0.9337450861930847,-1.5913031101226807,0.4692891240119934,-1.9302241802215576,-1.1130306720733643,1.2702691555023193,0.972524881362915,-1.4834120273590088,13.441375732421875,-5.804348945617676,4.226578235626221,2.641907215118408
